"YEAR","EXPERIMENT","LOCATION","VARIETY","FAMILY","CHECK","RM","REPNO","YIELD","CLASS_OF","GRAD","BAGSOLD","YieldperRM","CHECK_NUMERIC","CLASS_OF_","CLASS_OF_2011","CLASS_OF_2012","CLASS_OF_2013","CLASS_OF_2014","CHECK_TRUE","CHECK_FALSE","YEAR_2009","YEAR_2010","YEAR_2011","YEAR_2012","YEAR_2013","YEAR_2014"
"2009","09YT000395","2290","V148493","FAM07635","FALSE.",2.1,1,58.0818794,"2011","YES",61161,27.6580378095238,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000395","2290","V148493","FAM07635","FALSE.",2.1,2,55.9593317,"2011","YES",61161,26.6473008095238,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000788","3210","V155853","FAM13521","FALSE.",2.7,1,52.895214,"2011","YES",761392,19.59082,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000788","3210","V155853","FAM13521","FALSE.",2.7,2,57.3563708,"2011","YES",761392,21.2431002962963,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000788","3490","V155853","FAM13521","FALSE.",2.7,1,70.9877245,"2011","YES",761392,26.2917498148148,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000788","3490","V155853","FAM13521","FALSE.",2.7,2,69.9135138,"2011","YES",761392,25.893894,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000848","2290","V155842","FAM13982","FALSE.",2.4,1,59.7563931,"2011","YES",634171,24.898497125,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000848","2290","V155842","FAM13982","FALSE.",2.4,2,50.039574,"2011","YES",634171,20.8498225,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000848","3210","V155842","FAM13982","FALSE.",2.4,1,59.9492574,"2011","YES",634171,24.97885725,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000848","3210","V155842","FAM13982","FALSE.",2.4,2,57.5621719,"2011","YES",634171,23.9842382916667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000848","3214","V155842","FAM13982","FALSE.",2.4,1,68.8691918,"2011","YES",634171,28.6954965833333,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000848","3214","V155842","FAM13982","FALSE.",2.4,2,70.0079384,"2011","YES",634171,29.1699743333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","2290","V155820","FAM12533","FALSE.",2.8,1,55.7352404,"2011","YES",1061421,19.905443,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","2290","V155820","FAM12533","FALSE.",2.8,2,55.0653457,"2011","YES",1061421,19.6661948928571,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","3210","V155820","FAM12533","FALSE.",2.8,1,62.7480939,"2011","YES",1061421,22.4100335357143,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","3210","V155820","FAM12533","FALSE.",2.8,2,62.9561255,"2011","YES",1061421,22.4843305357143,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","3214","V155820","FAM12533","FALSE.",2.8,1,70.5270511,"2011","YES",1061421,25.1882325357143,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","3214","V155820","FAM12533","FALSE.",2.8,2,67.0010703,"2011","YES",1061421,23.9289536785714,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","3310","V155820","FAM12533","FALSE.",2.8,1,63.6667641,"2011","YES",1061421,22.7381300357143,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000849","3310","V155820","FAM12533","FALSE.",2.8,2,64.7823135,"2011","YES",1061421,23.1365405357143,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000852","3210","V155843","FAM13991","FALSE.",3,1,59.1193612,"2011","YES",871341,19.7064537333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000852","3210","V155843","FAM13991","FALSE.",3,2,61.6071167,"2011","YES",871341,20.5357055666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000852","3214","V155843","FAM13991","FALSE.",3,1,65.6520614,"2011","YES",871341,21.8840204666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000852","3214","V155843","FAM13991","FALSE.",3,2,68.4531284,"2011","YES",871341,22.8177094666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000852","3310","V155843","FAM13991","FALSE.",3,1,73.7184563,"2011","YES",871341,24.5728187666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000852","3310","V155843","FAM13991","FALSE.",3,2,65.9002422,"2011","YES",871341,21.9667474,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000855","3210","V155918","FAM13984","FALSE.",3.6,1,56.6292264,"2011","YES",408657,15.7303406666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000855","3210","V155918","FAM13984","FALSE.",3.6,2,60.7793023,"2011","YES",408657,16.8831395277778,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000855","3214","V155918","FAM13984","FALSE.",3.6,1,67.5201829,"2011","YES",408657,18.7556063611111,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000855","3214","V155918","FAM13984","FALSE.",3.6,2,68.6611601,"2011","YES",408657,19.0725444722222,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000855","3310","V155918","FAM13984","FALSE.",3.6,1,55.84855,"2011","YES",408657,15.5134861111111,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2009","09YT000855","3310","V155918","FAM13984","FALSE.",3.6,2,81.5368191,"2011","YES",408657,22.6491164166667,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"2010","10YT001335","1110","V148493","FAM07635","FALSE.",2.1,1,51.5698485,"2011","YES",61161,24.5570707142857,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1110","V148493","FAM07635","FALSE.",2.1,2,55.6254996,"2011","YES",61161,26.4883331428571,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1240","V148493","FAM07635","FALSE.",2.1,1,46.0817676,"2011","YES",61161,21.9436988571429,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1250","V148493","FAM07635","FALSE.",2.1,1,50.4189084,"2011","YES",61161,24.009004,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1250","V148493","FAM07635","FALSE.",2.1,2,47.7956869,"2011","YES",61161,22.7598509047619,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1260","V148493","FAM07635","FALSE.",2.1,1,58.9349728,"2011","YES",61161,28.0642727619048,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1280","V148493","FAM07635","FALSE.",2.1,1,57.4402377,"2011","YES",61161,27.3524941428571,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","1410","V148493","FAM07635","FALSE.",2.1,2,63.1256438,"2011","YES",61161,30.0598303809524,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2110","V148493","FAM07635","FALSE.",2.1,2,61.9242944,"2011","YES",61161,29.4877592380952,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2120","V148493","FAM07635","FALSE.",2.1,1,64.4474405,"2011","YES",61161,30.6892573809524,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2120","V148493","FAM07635","FALSE.",2.1,2,63.2185815,"2011","YES",61161,30.1040864285714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2220","V148493","FAM07635","FALSE.",2.1,2,52.8320163,"2011","YES",61161,25.158103,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2230","V148493","FAM07635","FALSE.",2.1,2,46.5773856,"2011","YES",61161,22.1797074285714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2250","V148493","FAM07635","FALSE.",2.1,1,37.8651855,"2011","YES",61161,18.0310407142857,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2260","V148493","FAM07635","FALSE.",2.1,2,48.0276593,"2011","YES",61161,22.870313952381,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2270","V148493","FAM07635","FALSE.",2.1,1,43.6716336,"2011","YES",61161,20.796016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2270","V148493","FAM07635","FALSE.",2.1,2,51.1575026,"2011","YES",61161,24.3607155238095,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2280","V148493","FAM07635","FALSE.",2.1,1,51.8593679,"2011","YES",61161,24.6949370952381,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2280","V148493","FAM07635","FALSE.",2.1,2,52.37625,"2011","YES",61161,24.9410714285714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2301","V148493","FAM07635","FALSE.",2.1,1,49.5524319,"2011","YES",61161,23.5963961428571,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2301","V148493","FAM07635","FALSE.",2.1,2,53.0101593,"2011","YES",61161,25.242933,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2308","V148493","FAM07635","FALSE.",2.1,1,49.0102707,"2011","YES",61161,23.3382241428571,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2440","V148493","FAM07635","FALSE.",2.1,1,40.3350969,"2011","YES",61161,19.207189,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2440","V148493","FAM07635","FALSE.",2.1,2,32.4698936,"2011","YES",61161,15.4618540952381,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2520","V148493","FAM07635","FALSE.",2.1,1,55.4608884,"2011","YES",61161,26.4099468571429,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","2530","V148493","FAM07635","FALSE.",2.1,1,55.3585826,"2011","YES",61161,26.3612298095238,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","3310","V148493","FAM07635","FALSE.",2.1,1,53.949945,"2011","YES",61161,25.69045,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001335","3310","V148493","FAM07635","FALSE.",2.1,2,51.6031573,"2011","YES",61161,24.572932047619,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","1250","V156247","FAM12531","FALSE.",2,1,64.2330147,"2012","YES",1865062,32.11650735,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","1250","V156247","FAM12531","FALSE.",2,2,62.0144067,"2012","YES",1865062,31.00720335,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","2210","V156247","FAM12531","FALSE.",2,1,66.8540057,"2012","YES",1865062,33.42700285,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","2210","V156247","FAM12531","FALSE.",2,2,68.2656174,"2012","YES",1865062,34.1328087,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","2230","V156247","FAM12531","FALSE.",2,1,67.5747559,"2012","YES",1865062,33.78737795,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","2240","V156247","FAM12531","FALSE.",2,1,56.9187459,"2012","YES",1865062,28.45937295,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","3210","V156247","FAM12531","FALSE.",2,1,53.9332905,"2012","YES",1865062,26.96664525,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001573","3210","V156247","FAM12531","FALSE.",2,2,53.9332905,"2012","YES",1865062,26.96664525,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3120","V156305","FAM12531","FALSE.",2.5,1,88.0155411,"2012","YES",664532,35.20621644,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3210","V156305","FAM12531","FALSE.",2.5,1,65.135328,"2012","YES",664532,26.0541312,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3210","V156305","FAM12531","FALSE.",2.5,2,65.9629937,"2012","YES",664532,26.38519748,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3240","V156305","FAM12531","FALSE.",2.5,1,52.5842817,"2012","YES",664532,21.03371268,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3240","V156305","FAM12531","FALSE.",2.5,2,70.6321822,"2012","YES",664532,28.25287288,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3310","V156305","FAM12531","FALSE.",2.5,1,71.5770237,"2012","YES",664532,28.63080948,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3370","V156305","FAM12531","FALSE.",2.5,1,54.3472721,"2012","YES",664532,21.73890884,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001592","3370","V156305","FAM12531","FALSE.",2.5,2,57.9782353,"2012","YES",664532,23.19129412,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001595","3210","V156314","FAM12531","FALSE.",2.8,1,57.7702036,"2012","YES",755156,20.6322155714286,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001595","3210","V156314","FAM12531","FALSE.",2.8,2,58.2893163,"2012","YES",755156,20.8176129642857,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001595","3310","V156314","FAM12531","FALSE.",2.8,1,73.1544361,"2012","YES",755156,26.1265843214286,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001595","3310","V156314","FAM12531","FALSE.",2.8,2,73.8671565,"2012","YES",755156,26.3811273214286,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001595","3370","V156314","FAM12531","FALSE.",2.8,2,49.7832147,"2012","YES",755156,17.7797195357143,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001595","3490","V156314","FAM12531","FALSE.",2.8,2,54.0755967,"2012","YES",755156,19.3127131071429,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2110","V155820","FAM12533","FALSE.",2.8,1,77.6196079,"2011","YES",1061421,27.7212885357143,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2110","V155820","FAM12533","FALSE.",2.8,2,84.5609365,"2011","YES",1061421,30.2003344642857,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2110","V155842","FAM13982","FALSE.",2.4,2,68.1172145,"2011","YES",634171,28.3821727083333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2110","V155853","FAM13521","FALSE.",2.7,1,64.4875896,"2011","YES",761392,23.8842924444444,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2110","V155853","FAM13521","FALSE.",2.7,2,71.106536,"2011","YES",761392,26.3357540740741,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2120","V155820","FAM12533","FALSE.",2.8,1,77.963849,"2011","YES",1061421,27.8442317857143,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2120","V155820","FAM12533","FALSE.",2.8,2,57.5229151,"2011","YES",1061421,20.54389825,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2120","V155842","FAM13982","FALSE.",2.4,1,65.3412779,"2011","YES",634171,27.2255324583333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2120","V155853","FAM13521","FALSE.",2.7,1,58.9758654,"2011","YES",761392,21.8429131111111,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2120","V155853","FAM13521","FALSE.",2.7,2,48.4758419,"2011","YES",761392,17.9540155185185,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2170","V155820","FAM12533","FALSE.",2.8,1,71.1501052,"2011","YES",1061421,25.4107518571429,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2170","V155820","FAM12533","FALSE.",2.8,2,66.4592065,"2011","YES",1061421,23.7354308928571,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2170","V155842","FAM13982","FALSE.",2.4,2,80.7561427,"2011","YES",634171,33.6483927916667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2200","V155820","FAM12533","FALSE.",2.8,1,69.1802727,"2011","YES",1061421,24.70724025,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2200","V155820","FAM12533","FALSE.",2.8,2,69.6970062,"2011","YES",1061421,24.8917879285714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2200","V155842","FAM13982","FALSE.",2.4,1,52.37625,"2011","YES",634171,21.8234375,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2200","V155842","FAM13982","FALSE.",2.4,2,75.5071718,"2011","YES",634171,31.4613215833333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2210","V155820","FAM12533","FALSE.",2.8,2,63.1237107,"2011","YES",1061421,22.5441823928571,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2210","V155842","FAM13982","FALSE.",2.4,1,60.400414,"2011","YES",634171,25.1668391666667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2210","V155842","FAM13982","FALSE.",2.4,2,61.7120991,"2011","YES",634171,25.713374625,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2210","V155853","FAM13521","FALSE.",2.7,2,60.1981816,"2011","YES",761392,22.2956228148148,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2230","V155820","FAM12533","FALSE.",2.8,1,49.2565183,"2011","YES",1061421,17.5916136785714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2230","V155842","FAM13982","FALSE.",2.4,1,45.4593083,"2011","YES",634171,18.9413784583333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2230","V155853","FAM13521","FALSE.",2.7,1,43.3367606,"2011","YES",761392,16.0506520740741,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2230","V155853","FAM13521","FALSE.",2.7,2,45.6833996,"2011","YES",761392,16.9197776296296,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2240","V155820","FAM12533","FALSE.",2.8,1,58.0613587,"2011","YES",1061421,20.7361995357143,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2240","V155820","FAM12533","FALSE.",2.8,2,56.0875114,"2011","YES",1061421,20.0312540714286,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2240","V155842","FAM13982","FALSE.",2.4,1,54.0106147,"2011","YES",634171,22.5044227916667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2240","V155853","FAM13521","FALSE.",2.7,1,62.8379088,"2011","YES",761392,23.2732995555556,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2240","V155853","FAM13521","FALSE.",2.7,2,59.2039716,"2011","YES",761392,21.9273968888889,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2260","V155820","FAM12533","FALSE.",2.8,1,52.4971433,"2011","YES",1061421,18.74897975,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2260","V155820","FAM12533","FALSE.",2.8,2,56.9639507,"2011","YES",1061421,20.3442681071429,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2260","V155853","FAM13521","FALSE.",2.7,1,61.9898712,"2011","YES",761392,22.9592115555556,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2260","V155853","FAM13521","FALSE.",2.7,2,61.4332861,"2011","YES",761392,22.7530689259259,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2280","V155820","FAM12533","FALSE.",2.8,2,65.0300482,"2011","YES",1061421,23.2250172142857,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2280","V155842","FAM13982","FALSE.",2.4,1,55.0744164,"2011","YES",634171,22.9476735,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2280","V155842","FAM13982","FALSE.",2.4,2,64.6162153,"2011","YES",634171,26.9234230416667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2280","V155853","FAM13521","FALSE.",2.7,1,40.4494475,"2011","YES",761392,14.9812768518519,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2280","V155853","FAM13521","FALSE.",2.7,2,60.4661395,"2011","YES",761392,22.3948664814815,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2301","V155820","FAM12533","FALSE.",2.8,2,57.6213546,"2011","YES",1061421,20.5790552142857,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2301","V155842","FAM13982","FALSE.",2.4,1,59.9257627,"2011","YES",634171,24.9690677916667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2301","V155853","FAM13521","FALSE.",2.7,2,62.2300221,"2011","YES",761392,23.0481563333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2308","V155820","FAM12533","FALSE.",2.8,2,47.4309251,"2011","YES",1061421,16.9396161071429,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2308","V155842","FAM13982","FALSE.",2.4,1,56.7126473,"2011","YES",634171,23.6302697083333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2310","V155842","FAM13982","FALSE.",2.4,1,58.5276828,"2011","YES",634171,24.3865345,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2310","V155853","FAM13521","FALSE.",2.7,1,60.8743217,"2011","YES",761392,22.5460450740741,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2310","V155853","FAM13521","FALSE.",2.7,2,61.2091948,"2011","YES",761392,22.6700721481481,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2320","V155820","FAM12533","FALSE.",2.8,2,55.6244587,"2011","YES",1061421,19.8658781071429,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2340","V155820","FAM12533","FALSE.",2.8,2,48.9692294,"2011","YES",1061421,17.4890105,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2340","V155842","FAM13982","FALSE.",2.4,1,62.9880961,"2011","YES",634171,26.2450400416667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2340","V155853","FAM13521","FALSE.",2.7,1,64.2907105,"2011","YES",761392,23.8113742592593,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2340","V155853","FAM13521","FALSE.",2.7,2,49.5696811,"2011","YES",761392,18.3591411481481,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2405","V155820","FAM12533","FALSE.",2.8,1,68.4650244,"2011","YES",1061421,24.4517944285714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2405","V155820","FAM12533","FALSE.",2.8,2,41.0336908,"2011","YES",1061421,14.6548895714286,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2405","V155853","FAM13521","FALSE.",2.7,1,48.3840939,"2011","YES",761392,17.9200347777778,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2420","V155842","FAM13982","FALSE.",2.4,2,66.191546,"2011","YES",634171,27.5798108333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2420","V155853","FAM13521","FALSE.",2.7,1,72.6005276,"2011","YES",761392,26.8890842962963,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2420","V155853","FAM13521","FALSE.",2.7,2,60.9856983,"2011","YES",761392,22.5872956666667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2440","V155820","FAM12533","FALSE.",2.8,1,37.4095678,"2011","YES",1061421,13.3605599285714,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2440","V155842","FAM13982","FALSE.",2.4,1,39.3258682,"2011","YES",634171,16.3857784166667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"2010","10YT001742","2440","V155842","FAM13982","FALSE.",2.4,2,37.1072602,"2011","YES",634171,15.4613584166667,0,0,1,0,0,0,0,1,0,1,0,0,0,0
